big data;artificial intelligence;autoimmunity;Sjogren;SjS;RA;SLE;lupus;machine learning;modelisation;random forest;classification
Total_number_of_articles;62647
>24527796;First_Filter=PASSED;Last_filter=PASSED
>24518855;First_Filter=PASSED;Last_filter=PASSED
>24517467;First_Filter=PASSED;Last_filter=FAILED
>24514915;First_Filter=PASSED;Last_filter=FAILED
>24512514;First_Filter=PASSED;Last_filter=FAILED
>24505891;First_Filter=PASSED;Last_filter=FAILED
>24502777;First_Filter=PASSED;Last_filter=PASSED
>24500604;First_Filter=PASSED;Last_filter=FAILED
>24497351;First_Filter=PASSED;Last_filter=FAILED
>24491823;First_Filter=PASSED;Last_filter=FAILED
>24491820;First_Filter=PASSED;Last_filter=FAILED
>24486120;First_Filter=PASSED;Last_filter=PASSED
>24481336;First_Filter=PASSED;Last_filter=FAILED
>24477292;First_Filter=PASSED;Last_filter=FAILED
>24462645;First_Filter=PASSED;Last_filter=FAILED
>24454481;First_Filter=PASSED;Last_filter=FAILED
>24453256;First_Filter=PASSED;Last_filter=PASSED
>24445253;First_Filter=PASSED;Last_filter=FAILED
>24442438;First_Filter=PASSED;Last_filter=FAILED
>24437626;First_Filter=PASSED;Last_filter=FAILED
>24418763;First_Filter=PASSED;Last_filter=FAILED
>24416079;First_Filter=PASSED;Last_filter=FAILED
>24400536;First_Filter=FAILED;Last_filter=FAILED
>24383985;First_Filter=PASSED;Last_filter=FAILED
>24379120;First_Filter=PASSED;Last_filter=PASSED
>24376270;First_Filter=PASSED;Last_filter=FAILED
>24376269;First_Filter=PASSED;Last_filter=FAILED
>24375944;First_Filter=PASSED;Last_filter=FAILED
>24375473;First_Filter=PASSED;Last_filter=FAILED
>26425598;First_Filter=PASSED;Last_filter=FAILED
>26155154;First_Filter=PASSED;Last_filter=PASSED
>24365498;First_Filter=FAILED;Last_filter=FAILED
>24356614;First_Filter=PASSED;Last_filter=FAILED
>24352680;First_Filter=PASSED;Last_filter=FAILED
>24338532;First_Filter=PASSED;Last_filter=FAILED
>24332681;First_Filter=PASSED;Last_filter=FAILED
>24328602;First_Filter=PASSED;Last_filter=FAILED
>24312270;First_Filter=PASSED;Last_filter=FAILED
>24305753;First_Filter=PASSED;Last_filter=FAILED
>24300951;First_Filter=PASSED;Last_filter=FAILED
>24286137;First_Filter=PASSED;Last_filter=FAILED
>24282294;First_Filter=PASSED;Last_filter=FAILED
>24270665;First_Filter=PASSED;Last_filter=FAILED
>24269925;First_Filter=PASSED;Last_filter=FAILED
>24246388;First_Filter=PASSED;Last_filter=FAILED
>24200616;First_Filter=FAILED;Last_filter=FAILED
>24191689;First_Filter=PASSED;Last_filter=FAILED
>24188455;First_Filter=PASSED;Last_filter=FAILED
>24187614;First_Filter=PASSED;Last_filter=FAILED
>24180594;First_Filter=PASSED;Last_filter=FAILED
>24164842;First_Filter=PASSED;Last_filter=FAILED
>24155236;First_Filter=PASSED;Last_filter=FAILED
>24147594;First_Filter=PASSED;Last_filter=FAILED
>24147243;First_Filter=PASSED;Last_filter=FAILED
>24117827;First_Filter=PASSED;Last_filter=FAILED
>24114925;First_Filter=PASSED;Last_filter=PASSED
>24101379;First_Filter=PASSED;Last_filter=FAILED
>24089704;First_Filter=PASSED;Last_filter=PASSED
>24083389;First_Filter=PASSED;Last_filter=FAILED
>24082012;First_Filter=PASSED;Last_filter=PASSED
>24073245;First_Filter=PASSED;Last_filter=FAILED
>24045941;First_Filter=PASSED;Last_filter=PASSED
>24036580;First_Filter=PASSED;Last_filter=FAILED
>24022661;First_Filter=PASSED;Last_filter=FAILED
>24019776;First_Filter=PASSED;Last_filter=FAILED
>23998448;First_Filter=PASSED;Last_filter=FAILED
>23997217;First_Filter=PASSED;Last_filter=FAILED
>23997211;First_Filter=PASSED;Last_filter=FAILED
>23993650;First_Filter=PASSED;Last_filter=FAILED
>23993191;First_Filter=PASSED;Last_filter=FAILED
>23966997;First_Filter=PASSED;Last_filter=FAILED
>23958959;First_Filter=PASSED;Last_filter=FAILED
>23944610;First_Filter=PASSED;Last_filter=FAILED
>23940344;First_Filter=PASSED;Last_filter=FAILED
>23934388;First_Filter=PASSED;Last_filter=FAILED
>23918976;First_Filter=PASSED;Last_filter=FAILED
>23908311;First_Filter=PASSED;Last_filter=FAILED
>23892722;First_Filter=PASSED;Last_filter=FAILED
>23865694;First_Filter=PASSED;Last_filter=PASSED
>23861028;First_Filter=PASSED;Last_filter=FAILED
>23856014;First_Filter=PASSED;Last_filter=FAILED
>23851140;First_Filter=PASSED;Last_filter=PASSED
>23846340;First_Filter=PASSED;Last_filter=FAILED
>23845753;First_Filter=PASSED;Last_filter=FAILED
>23843450;First_Filter=PASSED;Last_filter=FAILED
>23842719;First_Filter=PASSED;Last_filter=FAILED
>23841690;First_Filter=PASSED;Last_filter=PASSED
>23828737;First_Filter=PASSED;Last_filter=FAILED
>23827956;First_Filter=PASSED;Last_filter=FAILED
>23803655;First_Filter=PASSED;Last_filter=FAILED
>23792703;First_Filter=PASSED;Last_filter=FAILED
>23776709;First_Filter=PASSED;Last_filter=PASSED
>23773900;First_Filter=FAILED;Last_filter=FAILED
>23772226;First_Filter=PASSED;Last_filter=FAILED
>23770281;First_Filter=PASSED;Last_filter=FAILED
>23749435;First_Filter=PASSED;Last_filter=FAILED
>23744109;First_Filter=PASSED;Last_filter=FAILED
>23654356;First_Filter=PASSED;Last_filter=FAILED
>23640026;First_Filter=PASSED;Last_filter=FAILED
>23638156;First_Filter=PASSED;Last_filter=FAILED
>23636058;First_Filter=PASSED;Last_filter=FAILED
>23629864;First_Filter=PASSED;Last_filter=PASSED
>23619366;First_Filter=PASSED;Last_filter=FAILED
>23617819;First_Filter=PASSED;Last_filter=FAILED
>23615835;First_Filter=PASSED;Last_filter=FAILED
>23604593;First_Filter=PASSED;Last_filter=FAILED
>23592050;First_Filter=PASSED;Last_filter=FAILED
>23589617;First_Filter=PASSED;Last_filter=FAILED
>23576058;First_Filter=PASSED;Last_filter=FAILED
>23574327;First_Filter=PASSED;Last_filter=FAILED
>23572428;First_Filter=PASSED;Last_filter=FAILED
>23572037;First_Filter=PASSED;Last_filter=FAILED
>23553807;First_Filter=PASSED;Last_filter=FAILED
>23550149;First_Filter=PASSED;Last_filter=PASSED
>23541482;First_Filter=PASSED;Last_filter=FAILED
>26000140;First_Filter=PASSED;Last_filter=FAILED
>23531878;First_Filter=PASSED;Last_filter=FAILED
>23531237;First_Filter=PASSED;Last_filter=FAILED
>23526821;First_Filter=PASSED;Last_filter=PASSED
>23510070;First_Filter=PASSED;Last_filter=FAILED
>23506112;First_Filter=PASSED;Last_filter=FAILED
>23497011;First_Filter=PASSED;Last_filter=FAILED
>23467932;First_Filter=PASSED;Last_filter=PASSED
>23454752;First_Filter=PASSED;Last_filter=FAILED
>23453472;First_Filter=PASSED;Last_filter=FAILED
>23447682;First_Filter=PASSED;Last_filter=FAILED
>23445195;First_Filter=PASSED;Last_filter=FAILED
>23434382;First_Filter=PASSED;Last_filter=FAILED
>23406933;First_Filter=PASSED;Last_filter=FAILED
>23397481;First_Filter=PASSED;Last_filter=FAILED
>23396948;First_Filter=PASSED;Last_filter=FAILED
>23382217;First_Filter=PASSED;Last_filter=FAILED
>23375849;First_Filter=PASSED;Last_filter=FAILED
>23374884;First_Filter=PASSED;Last_filter=FAILED
>23370372;First_Filter=PASSED;Last_filter=FAILED
>23365086;First_Filter=PASSED;Last_filter=PASSED
>23365079;First_Filter=PASSED;Last_filter=PASSED
>23361083;First_Filter=PASSED;Last_filter=FAILED
>23359562;First_Filter=PASSED;Last_filter=FAILED
>23359064;First_Filter=PASSED;Last_filter=FAILED
>23346003;First_Filter=PASSED;Last_filter=FAILED
>23342374;First_Filter=PASSED;Last_filter=FAILED
>23325330;First_Filter=PASSED;Last_filter=FAILED
>23320149;First_Filter=PASSED;Last_filter=FAILED
>23296704;First_Filter=PASSED;Last_filter=PASSED
>23292495;First_Filter=PASSED;Last_filter=FAILED
>25512708;First_Filter=PASSED;Last_filter=FAILED
>23253929;First_Filter=PASSED;Last_filter=PASSED
>23222800;First_Filter=PASSED;Last_filter=FAILED
>23238772;First_Filter=PASSED;Last_filter=FAILED
>23227091;First_Filter=PASSED;Last_filter=FAILED
>23224964;First_Filter=PASSED;Last_filter=FAILED
>23215788;First_Filter=PASSED;Last_filter=FAILED
>23207287;First_Filter=PASSED;Last_filter=FAILED
>23203389;First_Filter=PASSED;Last_filter=FAILED
>23199318;First_Filter=PASSED;Last_filter=FAILED
>23181381;First_Filter=PASSED;Last_filter=FAILED
>23169861;First_Filter=PASSED;Last_filter=FAILED
>23169140;First_Filter=PASSED;Last_filter=PASSED
>23164669;First_Filter=PASSED;Last_filter=FAILED
>23162288;First_Filter=PASSED;Last_filter=FAILED
>23159227;First_Filter=PASSED;Last_filter=FAILED
>23157336;First_Filter=PASSED;Last_filter=FAILED
>23154274;First_Filter=PASSED;Last_filter=FAILED
>23150811;First_Filter=PASSED;Last_filter=FAILED
>23150263;First_Filter=PASSED;Last_filter=FAILED
>23149338;First_Filter=PASSED;Last_filter=FAILED
>23136880;First_Filter=PASSED;Last_filter=FAILED
>23124840;First_Filter=PASSED;Last_filter=FAILED
>23123279;First_Filter=PASSED;Last_filter=FAILED
>23123277;First_Filter=PASSED;Last_filter=FAILED
>23109726;First_Filter=PASSED;Last_filter=PASSED
>23109709;First_Filter=PASSED;Last_filter=FAILED
>23076337;First_Filter=PASSED;Last_filter=FAILED
>23071254;First_Filter=PASSED;Last_filter=FAILED
>23054981;First_Filter=PASSED;Last_filter=FAILED
>23054347;First_Filter=PASSED;Last_filter=FAILED
>23053690;First_Filter=PASSED;Last_filter=FAILED
>23051917;First_Filter=PASSED;Last_filter=FAILED
>23028409;First_Filter=PASSED;Last_filter=FAILED
>23026772;First_Filter=PASSED;Last_filter=FAILED
>23024275;First_Filter=PASSED;Last_filter=FAILED
>23013317;First_Filter=PASSED;Last_filter=PASSED
>23010632;First_Filter=PASSED;Last_filter=FAILED
>23010147;First_Filter=PASSED;Last_filter=FAILED
>22988104;First_Filter=PASSED;Last_filter=PASSED
>22982638;First_Filter=PASSED;Last_filter=FAILED
>22981967;First_Filter=PASSED;Last_filter=FAILED
>22976931;First_Filter=PASSED;Last_filter=FAILED
>22942426;First_Filter=PASSED;Last_filter=FAILED
>22941590;First_Filter=PASSED;Last_filter=FAILED
>22936933;First_Filter=PASSED;Last_filter=FAILED
>22933151;First_Filter=PASSED;Last_filter=PASSED
>22933073;First_Filter=PASSED;Last_filter=PASSED
>22933069;First_Filter=PASSED;Last_filter=FAILED
>22933067;First_Filter=PASSED;Last_filter=FAILED
>22933066;First_Filter=PASSED;Last_filter=FAILED
>22920878;First_Filter=FAILED;Last_filter=FAILED
>22917079;First_Filter=PASSED;Last_filter=FAILED
>22904191;First_Filter=PASSED;Last_filter=FAILED
>22903663;First_Filter=PASSED;Last_filter=FAILED
>22898537;First_Filter=PASSED;Last_filter=FAILED
>22896639;First_Filter=PASSED;Last_filter=FAILED
>22888639;First_Filter=FAILED;Last_filter=FAILED
>22878595;First_Filter=PASSED;Last_filter=FAILED
>22878274;First_Filter=PASSED;Last_filter=FAILED
>22871259;First_Filter=PASSED;Last_filter=FAILED
>22867713;First_Filter=PASSED;Last_filter=FAILED
>22824743;First_Filter=PASSED;Last_filter=FAILED
>22810362;First_Filter=PASSED;Last_filter=FAILED
>22804709;First_Filter=PASSED;Last_filter=FAILED
>22776787;First_Filter=PASSED;Last_filter=FAILED
>22773818;First_Filter=PASSED;Last_filter=FAILED
>22736339;First_Filter=PASSED;Last_filter=FAILED
>22733376;First_Filter=PASSED;Last_filter=FAILED
>22727561;First_Filter=PASSED;Last_filter=FAILED
>22727274;First_Filter=PASSED;Last_filter=FAILED
>22723547;First_Filter=PASSED;Last_filter=FAILED
>22723520;First_Filter=PASSED;Last_filter=PASSED
>22704961;First_Filter=PASSED;Last_filter=PASSED
>22688423;First_Filter=PASSED;Last_filter=FAILED
>22678060;First_Filter=PASSED;Last_filter=FAILED
>22647731;First_Filter=PASSED;Last_filter=FAILED
>22644892;First_Filter=PASSED;Last_filter=FAILED
>22635236;First_Filter=PASSED;Last_filter=FAILED
>22635218;First_Filter=PASSED;Last_filter=PASSED
>22617827;First_Filter=PASSED;Last_filter=FAILED
>22607179;First_Filter=PASSED;Last_filter=FAILED
>22574220;First_Filter=PASSED;Last_filter=FAILED
>22566947;First_Filter=PASSED;Last_filter=FAILED
>22559231;First_Filter=PASSED;Last_filter=FAILED
>22549474;First_Filter=PASSED;Last_filter=FAILED
>28509148;First_Filter=PASSED;Last_filter=FAILED
>22536412;First_Filter=PASSED;Last_filter=PASSED
>22523386;First_Filter=PASSED;Last_filter=FAILED
>22522825;First_Filter=PASSED;Last_filter=FAILED
>22519456;First_Filter=PASSED;Last_filter=FAILED
>22493341;First_Filter=PASSED;Last_filter=FAILED
>22493077;First_Filter=PASSED;Last_filter=FAILED
>22490866;First_Filter=PASSED;Last_filter=FAILED
>22488759;First_Filter=PASSED;Last_filter=FAILED
>22474381;First_Filter=PASSED;Last_filter=FAILED
>22471736;First_Filter=PASSED;Last_filter=FAILED
>22457345;First_Filter=PASSED;Last_filter=FAILED
>22454759;First_Filter=PASSED;Last_filter=FAILED
>22442210;First_Filter=PASSED;Last_filter=FAILED
>22430248;First_Filter=PASSED;Last_filter=FAILED
>22424189;First_Filter=PASSED;Last_filter=FAILED
>22413577;First_Filter=FAILED;Last_filter=FAILED
>22412930;First_Filter=PASSED;Last_filter=PASSED
>22409986;First_Filter=PASSED;Last_filter=FAILED
>22407922;First_Filter=PASSED;Last_filter=FAILED
>22402340;First_Filter=PASSED;Last_filter=FAILED
>22402339;First_Filter=PASSED;Last_filter=FAILED
>22390182;First_Filter=PASSED;Last_filter=FAILED
>22387034;First_Filter=PASSED;Last_filter=FAILED
>22355111;First_Filter=PASSED;Last_filter=FAILED
>22345122;First_Filter=PASSED;Last_filter=PASSED
>22343439;First_Filter=FAILED;Last_filter=FAILED
>22337955;First_Filter=PASSED;Last_filter=FAILED
>22323842;First_Filter=PASSED;Last_filter=FAILED
>22315945;First_Filter=PASSED;Last_filter=FAILED
>22313839;First_Filter=PASSED;Last_filter=FAILED
>22312480;First_Filter=PASSED;Last_filter=FAILED
>22299671;First_Filter=PASSED;Last_filter=FAILED
>22291185;First_Filter=PASSED;Last_filter=FAILED
>22289837;First_Filter=FAILED;Last_filter=FAILED
>22284905;First_Filter=PASSED;Last_filter=FAILED
>22284131;First_Filter=PASSED;Last_filter=FAILED
>22283427;First_Filter=PASSED;Last_filter=PASSED
>22277352;First_Filter=PASSED;Last_filter=FAILED
>22261388;First_Filter=PASSED;Last_filter=FAILED
>22250652;First_Filter=PASSED;Last_filter=FAILED
>22249778;First_Filter=PASSED;Last_filter=FAILED
>22249199;First_Filter=PASSED;Last_filter=PASSED
>22247345;First_Filter=PASSED;Last_filter=FAILED
>22245566;First_Filter=PASSED;Last_filter=FAILED
>22235057;First_Filter=PASSED;Last_filter=FAILED
>22235056;First_Filter=PASSED;Last_filter=FAILED
>22235054;First_Filter=PASSED;Last_filter=PASSED
>22235050;First_Filter=PASSED;Last_filter=FAILED
>22235046;First_Filter=PASSED;Last_filter=FAILED
>22235045;First_Filter=PASSED;Last_filter=FAILED
>22235041;First_Filter=PASSED;Last_filter=FAILED
>22231702;First_Filter=PASSED;Last_filter=FAILED
>22222237;First_Filter=PASSED;Last_filter=PASSED
>22217359;First_Filter=PASSED;Last_filter=FAILED
>22209319;First_Filter=FAILED;Last_filter=FAILED
>24371584;First_Filter=PASSED;Last_filter=FAILED
>23807906;First_Filter=PASSED;Last_filter=FAILED
>22205898;First_Filter=PASSED;Last_filter=PASSED
>22205024;First_Filter=PASSED;Last_filter=FAILED
>22204770;First_Filter=PASSED;Last_filter=FAILED
>22202096;First_Filter=PASSED;Last_filter=FAILED
>22183063;First_Filter=PASSED;Last_filter=PASSED
>22177735;First_Filter=PASSED;Last_filter=FAILED
>22161696;First_Filter=PASSED;Last_filter=FAILED
>22155015;First_Filter=PASSED;Last_filter=FAILED
>22143786;First_Filter=PASSED;Last_filter=FAILED
>22118968;First_Filter=PASSED;Last_filter=PASSED
>22110167;First_Filter=PASSED;Last_filter=FAILED
>22105994;First_Filter=PASSED;Last_filter=FAILED
>22102903;First_Filter=PASSED;Last_filter=FAILED
>22102726;First_Filter=PASSED;Last_filter=FAILED
>22086298;First_Filter=PASSED;Last_filter=FAILED
>22078222;First_Filter=PASSED;Last_filter=FAILED
>22067273;First_Filter=PASSED;Last_filter=FAILED
>22057631;First_Filter=PASSED;Last_filter=FAILED
>22056979;First_Filter=PASSED;Last_filter=FAILED
>22044644;First_Filter=PASSED;Last_filter=FAILED
>22014010;First_Filter=PASSED;Last_filter=FAILED
>22002593;First_Filter=PASSED;Last_filter=FAILED
>22000720;First_Filter=PASSED;Last_filter=PASSED
>21993076;First_Filter=PASSED;Last_filter=FAILED
>21983831;First_Filter=PASSED;Last_filter=FAILED
>21964024;First_Filter=PASSED;Last_filter=FAILED
>21963258;First_Filter=PASSED;Last_filter=FAILED
>21931200;First_Filter=PASSED;Last_filter=FAILED
>21930969;First_Filter=PASSED;Last_filter=FAILED
>21925012;First_Filter=PASSED;Last_filter=FAILED
>21918185;First_Filter=PASSED;Last_filter=FAILED
>21911371;First_Filter=PASSED;Last_filter=PASSED
>21907543;First_Filter=PASSED;Last_filter=FAILED
>21889967;First_Filter=PASSED;Last_filter=FAILED
>21887609;First_Filter=PASSED;Last_filter=FAILED
>21864062;First_Filter=PASSED;Last_filter=FAILED
>21859955;First_Filter=PASSED;Last_filter=FAILED
>21842717;First_Filter=PASSED;Last_filter=FAILED
>21586222;First_Filter=PASSED;Last_filter=FAILED
>21808053;First_Filter=PASSED;Last_filter=FAILED
>21793949;First_Filter=PASSED;Last_filter=FAILED
>21763468;First_Filter=PASSED;Last_filter=FAILED
>21763467;First_Filter=PASSED;Last_filter=FAILED
>21745165;First_Filter=PASSED;Last_filter=FAILED
>21738882;First_Filter=PASSED;Last_filter=FAILED
>21735459;First_Filter=PASSED;Last_filter=PASSED
>21732672;First_Filter=PASSED;Last_filter=FAILED
>21724994;First_Filter=PASSED;Last_filter=FAILED
>21723156;First_Filter=PASSED;Last_filter=FAILED
>21709148;First_Filter=PASSED;Last_filter=FAILED
>21708950;First_Filter=PASSED;Last_filter=FAILED
>21705616;First_Filter=PASSED;Last_filter=FAILED
>21700422;First_Filter=PASSED;Last_filter=FAILED
>21689027;First_Filter=PASSED;Last_filter=FAILED
>21687651;First_Filter=PASSED;Last_filter=FAILED
>21660202;First_Filter=PASSED;Last_filter=FAILED
>21637713;First_Filter=PASSED;Last_filter=FAILED
>23193865;First_Filter=PASSED;Last_filter=FAILED
>21622868;First_Filter=PASSED;Last_filter=PASSED
>21595313;First_Filter=FAILED;Last_filter=FAILED
>21585311;First_Filter=PASSED;Last_filter=FAILED
>21564352;First_Filter=PASSED;Last_filter=FAILED
>21561736;First_Filter=PASSED;Last_filter=PASSED
>21554754;First_Filter=PASSED;Last_filter=FAILED
>21551362;First_Filter=PASSED;Last_filter=FAILED
>21543762;First_Filter=PASSED;Last_filter=FAILED
>21543644;First_Filter=PASSED;Last_filter=FAILED
>21543287;First_Filter=PASSED;Last_filter=FAILED
>21537078;First_Filter=PASSED;Last_filter=PASSED
>21536804;First_Filter=PASSED;Last_filter=FAILED
>21515266;First_Filter=PASSED;Last_filter=FAILED
>21514432;First_Filter=PASSED;Last_filter=FAILED
>21513360;First_Filter=PASSED;Last_filter=FAILED
>21502224;First_Filter=PASSED;Last_filter=FAILED
>21488901;First_Filter=PASSED;Last_filter=FAILED
>21471456;First_Filter=PASSED;Last_filter=FAILED
>21464090;First_Filter=PASSED;Last_filter=FAILED
>21452327;First_Filter=PASSED;Last_filter=FAILED
>21448162;First_Filter=PASSED;Last_filter=FAILED
>21445561;First_Filter=PASSED;Last_filter=FAILED
>21444914;First_Filter=PASSED;Last_filter=FAILED
>21436623;First_Filter=PASSED;Last_filter=FAILED
>21422172;First_Filter=PASSED;Last_filter=FAILED
>21411733;First_Filter=PASSED;Last_filter=FAILED
>21410706;First_Filter=PASSED;Last_filter=FAILED
>21410666;First_Filter=PASSED;Last_filter=FAILED
>21397466;First_Filter=FAILED;Last_filter=FAILED
>21362770;First_Filter=PASSED;Last_filter=FAILED
>21360506;First_Filter=PASSED;Last_filter=FAILED
>21352206;First_Filter=PASSED;Last_filter=FAILED
>21335485;First_Filter=PASSED;Last_filter=PASSED
>21333356;First_Filter=PASSED;Last_filter=FAILED
>21317916;First_Filter=PASSED;Last_filter=FAILED
>21316456;First_Filter=PASSED;Last_filter=FAILED
>21303493;First_Filter=PASSED;Last_filter=FAILED
>21307879;First_Filter=PASSED;Last_filter=FAILED
>21300685;First_Filter=PASSED;Last_filter=FAILED
>21287397;First_Filter=PASSED;Last_filter=FAILED
>21278766;First_Filter=PASSED;Last_filter=FAILED
>21270835;First_Filter=PASSED;Last_filter=FAILED
>21268021;First_Filter=PASSED;Last_filter=PASSED
>21258875;First_Filter=PASSED;Last_filter=FAILED
>21255096;First_Filter=PASSED;Last_filter=FAILED
>21251010;First_Filter=PASSED;Last_filter=FAILED
>21250837;First_Filter=PASSED;Last_filter=FAILED
>21244759;First_Filter=PASSED;Last_filter=FAILED
>21244336;First_Filter=PASSED;Last_filter=FAILED
>21244333;First_Filter=PASSED;Last_filter=FAILED
>21241830;First_Filter=PASSED;Last_filter=FAILED
>21233417;First_Filter=PASSED;Last_filter=FAILED
>21229240;First_Filter=PASSED;Last_filter=FAILED
>21225691;First_Filter=PASSED;Last_filter=FAILED
>21221847;First_Filter=PASSED;Last_filter=FAILED
>21219180;First_Filter=PASSED;Last_filter=FAILED
>21217755;First_Filter=PASSED;Last_filter=FAILED
>21209282;First_Filter=PASSED;Last_filter=PASSED
>21199456;First_Filter=PASSED;Last_filter=FAILED
>21195478;First_Filter=PASSED;Last_filter=FAILED
>21194982;First_Filter=PASSED;Last_filter=FAILED
>21194752;First_Filter=PASSED;Last_filter=FAILED
>21190368;First_Filter=PASSED;Last_filter=FAILED
>21185200;First_Filter=PASSED;Last_filter=FAILED
>21170606;First_Filter=PASSED;Last_filter=FAILED
>21170274;First_Filter=PASSED;Last_filter=FAILED
>21167752;First_Filter=PASSED;Last_filter=FAILED
>21159384;First_Filter=PASSED;Last_filter=FAILED
>21149603;First_Filter=PASSED;Last_filter=FAILED
>21146971;First_Filter=PASSED;Last_filter=FAILED
>21127878;First_Filter=PASSED;Last_filter=PASSED
>21122261;First_Filter=PASSED;Last_filter=FAILED
>21107497;First_Filter=PASSED;Last_filter=FAILED
>21106847;First_Filter=PASSED;Last_filter=PASSED
>21073342;First_Filter=PASSED;Last_filter=FAILED
>21072544;First_Filter=PASSED;Last_filter=FAILED
>21067287;First_Filter=PASSED;Last_filter=FAILED
>21063900;First_Filter=PASSED;Last_filter=PASSED
>21041733;First_Filter=PASSED;Last_filter=FAILED
>26000109;First_Filter=PASSED;Last_filter=PASSED
>20974510;First_Filter=PASSED;Last_filter=FAILED
>20962632;First_Filter=PASSED;Last_filter=FAILED
>20951240;First_Filter=PASSED;Last_filter=FAILED
>20947546;First_Filter=PASSED;Last_filter=FAILED
>20942168;First_Filter=FAILED;Last_filter=FAILED
>20919488;First_Filter=PASSED;Last_filter=FAILED
>20889608;First_Filter=PASSED;Last_filter=FAILED
>20882670;First_Filter=PASSED;Last_filter=FAILED
>20855873;First_Filter=PASSED;Last_filter=FAILED
>20854650;First_Filter=PASSED;Last_filter=PASSED
>20833724;First_Filter=PASSED;Last_filter=FAILED
>20831803;First_Filter=PASSED;Last_filter=FAILED
>20822883;First_Filter=PASSED;Last_filter=FAILED
>20817867;First_Filter=PASSED;Last_filter=FAILED
>20811786;First_Filter=PASSED;Last_filter=FAILED
>20810248;First_Filter=PASSED;Last_filter=FAILED
>20809520;First_Filter=PASSED;Last_filter=FAILED
>20797908;First_Filter=PASSED;Last_filter=FAILED
>20727041;First_Filter=PASSED;Last_filter=FAILED
>20720210;First_Filter=PASSED;Last_filter=PASSED
>20718578;First_Filter=PASSED;Last_filter=FAILED
>20716447;First_Filter=PASSED;Last_filter=FAILED
>20709738;First_Filter=PASSED;Last_filter=FAILED
>20704607;First_Filter=PASSED;Last_filter=FAILED
>20694011;First_Filter=PASSED;Last_filter=FAILED
>20693205;First_Filter=PASSED;Last_filter=FAILED
>20691570;First_Filter=PASSED;Last_filter=FAILED
>20679482;First_Filter=PASSED;Last_filter=FAILED
>20672910;First_Filter=PASSED;Last_filter=FAILED
>20669226;First_Filter=PASSED;Last_filter=FAILED
>20663842;First_Filter=PASSED;Last_filter=FAILED
>20653856;First_Filter=PASSED;Last_filter=FAILED
>20649870;First_Filter=PASSED;Last_filter=PASSED
>20637236;First_Filter=PASSED;Last_filter=FAILED
>20635922;First_Filter=PASSED;Last_filter=FAILED
>20635895;First_Filter=PASSED;Last_filter=FAILED
>20601201;First_Filter=PASSED;Last_filter=FAILED
>20586122;First_Filter=PASSED;Last_filter=FAILED
>20567251;First_Filter=PASSED;Last_filter=FAILED
>20554953;First_Filter=PASSED;Last_filter=PASSED
>20548325;First_Filter=PASSED;Last_filter=FAILED
>20533292;First_Filter=PASSED;Last_filter=FAILED
>20526313;First_Filter=PASSED;Last_filter=FAILED
>20521926;First_Filter=PASSED;Last_filter=FAILED
>20514528;First_Filter=PASSED;Last_filter=PASSED
>20501523;First_Filter=PASSED;Last_filter=FAILED
>20485174;First_Filter=PASSED;Last_filter=PASSED
>20483720;First_Filter=PASSED;Last_filter=FAILED
>20473308;First_Filter=PASSED;Last_filter=PASSED
>20457282;First_Filter=PASSED;Last_filter=PASSED
>20445563;First_Filter=PASSED;Last_filter=PASSED
>20435933;First_Filter=PASSED;Last_filter=FAILED
>20433772;First_Filter=PASSED;Last_filter=FAILED
>20414837;First_Filter=PASSED;Last_filter=FAILED
>20392290;First_Filter=PASSED;Last_filter=FAILED
>20392289;First_Filter=PASSED;Last_filter=FAILED
>20392288;First_Filter=PASSED;Last_filter=FAILED
>20385256;First_Filter=PASSED;Last_filter=FAILED
>20370575;First_Filter=PASSED;Last_filter=PASSED
>20370571;First_Filter=PASSED;Last_filter=FAILED
>20368280;First_Filter=PASSED;Last_filter=PASSED
>20368271;First_Filter=PASSED;Last_filter=PASSED
>20364160;First_Filter=PASSED;Last_filter=FAILED
>20353969;First_Filter=PASSED;Last_filter=PASSED
>20352526;First_Filter=PASSED;Last_filter=FAILED
>20307720;First_Filter=PASSED;Last_filter=FAILED
>20298125;First_Filter=PASSED;Last_filter=FAILED
>20298124;First_Filter=PASSED;Last_filter=FAILED
>20238220;First_Filter=PASSED;Last_filter=FAILED
>20237459;First_Filter=PASSED;Last_filter=FAILED
>20234359;First_Filter=PASSED;Last_filter=FAILED
>20211132;First_Filter=PASSED;Last_filter=FAILED
>20209114;First_Filter=PASSED;Last_filter=FAILED
>20193633;First_Filter=PASSED;Last_filter=FAILED
>20189790;First_Filter=PASSED;Last_filter=PASSED
>20187776;First_Filter=PASSED;Last_filter=FAILED
>20187706;First_Filter=PASSED;Last_filter=FAILED
>20187703;First_Filter=PASSED;Last_filter=FAILED
>20179927;First_Filter=PASSED;Last_filter=FAILED
>20164770;First_Filter=PASSED;Last_filter=FAILED
>20161373;First_Filter=PASSED;Last_filter=FAILED
>20150532;First_Filter=PASSED;Last_filter=FAILED
>20148910;First_Filter=PASSED;Last_filter=FAILED
>20146942;First_Filter=PASSED;Last_filter=FAILED
>20146265;First_Filter=PASSED;Last_filter=PASSED
>20144928;First_Filter=PASSED;Last_filter=PASSED
>20141563;First_Filter=PASSED;Last_filter=FAILED
