autoimmunity;SjS;RA;SLE;machine learning
Total_number_of_articles;5384
>16932712;First_Filter=FAILED;Last_filter=PASSED
>16929321;First_Filter=FAILED;Last_filter=PASSED
>16924244;First_Filter=FAILED;Last_filter=PASSED
>16923849;First_Filter=FAILED;Last_filter=FAILED
>16923541;First_Filter=FAILED;Last_filter=FAILED
>16923536;First_Filter=FAILED;Last_filter=FAILED
>16907906;First_Filter=FAILED;Last_filter=FAILED
>16898181;First_Filter=FAILED;Last_filter=FAILED
>16890899;First_Filter=FAILED;Last_filter=PASSED
>16888029;First_Filter=FAILED;Last_filter=FAILED
>16880187;First_Filter=FAILED;Last_filter=FAILED
>16855161;First_Filter=FAILED;Last_filter=FAILED
>16798839;First_Filter=FAILED;Last_filter=PASSED
>16769771;First_Filter=FAILED;Last_filter=FAILED
>16729722;First_Filter=FAILED;Last_filter=FAILED
>16724805;First_Filter=FAILED;Last_filter=FAILED
>16720898;First_Filter=FAILED;Last_filter=FAILED
>16719798;First_Filter=FAILED;Last_filter=FAILED
>16713714;First_Filter=FAILED;Last_filter=PASSED
>16708886;First_Filter=FAILED;Last_filter=FAILED
>16698667;First_Filter=FAILED;Last_filter=FAILED
>16645992;First_Filter=FAILED;Last_filter=FAILED
>16642019;First_Filter=FAILED;Last_filter=FAILED
>16595513;First_Filter=FAILED;Last_filter=FAILED
>16542372;First_Filter=FAILED;Last_filter=FAILED
>16539281;First_Filter=FAILED;Last_filter=FAILED
>16527880;First_Filter=FAILED;Last_filter=FAILED
>16522677;First_Filter=FAILED;Last_filter=FAILED
>16508977;First_Filter=FAILED;Last_filter=FAILED
>16493085;First_Filter=FAILED;Last_filter=FAILED
>16492738;First_Filter=FAILED;Last_filter=PASSED
>16471470;First_Filter=FAILED;Last_filter=FAILED
>16470600;First_Filter=FAILED;Last_filter=PASSED
>16470246;First_Filter=FAILED;Last_filter=FAILED
>16455965;First_Filter=FAILED;Last_filter=FAILED
>16455583;First_Filter=PASSED;Last_filter=FAILED
>16453294;First_Filter=FAILED;Last_filter=FAILED
>16431161;First_Filter=FAILED;Last_filter=FAILED
>16426489;First_Filter=FAILED;Last_filter=PASSED
>16423064;First_Filter=FAILED;Last_filter=FAILED
>16419615;First_Filter=FAILED;Last_filter=FAILED
>16396693;First_Filter=FAILED;Last_filter=PASSED
>16395763;First_Filter=FAILED;Last_filter=FAILED
>16394661;First_Filter=FAILED;Last_filter=FAILED
>16394656;First_Filter=FAILED;Last_filter=FAILED
>16385552;First_Filter=FAILED;Last_filter=PASSED
>16385527;First_Filter=FAILED;Last_filter=FAILED
>16373259;First_Filter=FAILED;Last_filter=FAILED
>16373258;First_Filter=FAILED;Last_filter=FAILED
>16373256;First_Filter=FAILED;Last_filter=FAILED
>16373255;First_Filter=FAILED;Last_filter=PASSED
>16373254;First_Filter=FAILED;Last_filter=FAILED
>16373253;First_Filter=FAILED;Last_filter=FAILED
>16373252;First_Filter=FAILED;Last_filter=FAILED
>16373251;First_Filter=FAILED;Last_filter=FAILED
>16365462;First_Filter=FAILED;Last_filter=PASSED
>16364274;First_Filter=FAILED;Last_filter=FAILED
>16329682;First_Filter=FAILED;Last_filter=FAILED
>16309813;First_Filter=FAILED;Last_filter=FAILED
>16303107;First_Filter=FAILED;Last_filter=FAILED
>16303100;First_Filter=FAILED;Last_filter=FAILED
>16301677;First_Filter=FAILED;Last_filter=PASSED
>16301630;First_Filter=FAILED;Last_filter=FAILED
>16278148;First_Filter=PASSED;Last_filter=FAILED
>16278146;First_Filter=PASSED;Last_filter=FAILED
>16276517;First_Filter=FAILED;Last_filter=FAILED
>16276047;First_Filter=FAILED;Last_filter=FAILED
>16240466;First_Filter=FAILED;Last_filter=FAILED
>16234277;First_Filter=FAILED;Last_filter=FAILED
>16229894;First_Filter=FAILED;Last_filter=FAILED
>16227149;First_Filter=FAILED;Last_filter=FAILED
>16227148;First_Filter=FAILED;Last_filter=FAILED
>16218468;First_Filter=FAILED;Last_filter=FAILED
>16214080;First_Filter=FAILED;Last_filter=FAILED
>16184343;First_Filter=FAILED;Last_filter=FAILED
>16178799;First_Filter=FAILED;Last_filter=FAILED
>16174649;First_Filter=FAILED;Last_filter=FAILED
>16163374;First_Filter=FAILED;Last_filter=FAILED
>16154142;First_Filter=FAILED;Last_filter=PASSED
>16153890;First_Filter=FAILED;Last_filter=PASSED
>16150406;First_Filter=FAILED;Last_filter=FAILED
>16143398;First_Filter=FAILED;Last_filter=FAILED
>16142883;First_Filter=FAILED;Last_filter=FAILED
>16142734;First_Filter=FAILED;Last_filter=FAILED
>16137607;First_Filter=FAILED;Last_filter=FAILED
>16126980;First_Filter=FAILED;Last_filter=PASSED
>16126977;First_Filter=FAILED;Last_filter=FAILED
>16126512;First_Filter=FAILED;Last_filter=FAILED
>16126510;First_Filter=FAILED;Last_filter=FAILED
>16061723;First_Filter=FAILED;Last_filter=FAILED
>16052609;First_Filter=FAILED;Last_filter=PASSED
>16040333;First_Filter=FAILED;Last_filter=FAILED
>16038103;First_Filter=FAILED;Last_filter=FAILED
>16010205;First_Filter=FAILED;Last_filter=FAILED
>16002707;First_Filter=FAILED;Last_filter=FAILED
>15999802;First_Filter=FAILED;Last_filter=FAILED
>15997175;First_Filter=FAILED;Last_filter=FAILED
>15982298;First_Filter=FAILED;Last_filter=FAILED
>15976324;First_Filter=FAILED;Last_filter=FAILED
>15972354;First_Filter=FAILED;Last_filter=FAILED
>15972238;First_Filter=FAILED;Last_filter=PASSED
>15954350;First_Filter=FAILED;Last_filter=FAILED
>15952933;First_Filter=FAILED;Last_filter=FAILED
>15947027;First_Filter=FAILED;Last_filter=PASSED
>15945218;First_Filter=FAILED;Last_filter=PASSED
>15928001;First_Filter=FAILED;Last_filter=FAILED
>15875277;First_Filter=FAILED;Last_filter=FAILED
>15840592;First_Filter=FAILED;Last_filter=PASSED
>15807194;First_Filter=FAILED;Last_filter=FAILED
>15804711;First_Filter=FAILED;Last_filter=FAILED
>15804709;First_Filter=FAILED;Last_filter=FAILED
>15804706;First_Filter=FAILED;Last_filter=FAILED
>15804705;First_Filter=FAILED;Last_filter=FAILED
>15804704;First_Filter=FAILED;Last_filter=PASSED
>15803926;First_Filter=FAILED;Last_filter=FAILED
>15801017;First_Filter=FAILED;Last_filter=FAILED
>15792114;First_Filter=FAILED;Last_filter=FAILED
>15781117;First_Filter=FAILED;Last_filter=FAILED
>15780857;First_Filter=FAILED;Last_filter=FAILED
>15772251;First_Filter=FAILED;Last_filter=FAILED
>15750762;First_Filter=FAILED;Last_filter=FAILED
>15743722;First_Filter=FAILED;Last_filter=PASSED
>15728381;First_Filter=FAILED;Last_filter=FAILED
>15721982;First_Filter=FAILED;Last_filter=FAILED
>15720443;First_Filter=FAILED;Last_filter=FAILED
>15701725;First_Filter=FAILED;Last_filter=FAILED
>15688186;First_Filter=FAILED;Last_filter=FAILED
>15672709;First_Filter=FAILED;Last_filter=FAILED
>15621578;First_Filter=FAILED;Last_filter=FAILED
>15621570;First_Filter=FAILED;Last_filter=FAILED
>15619631;First_Filter=FAILED;Last_filter=FAILED
>15606513;First_Filter=FAILED;Last_filter=FAILED
>15593203;First_Filter=FAILED;Last_filter=FAILED
>15585891;First_Filter=FAILED;Last_filter=FAILED
>15571929;First_Filter=FAILED;Last_filter=FAILED
>15546800;First_Filter=FAILED;Last_filter=FAILED
>15546797;First_Filter=FAILED;Last_filter=PASSED
>15533123;First_Filter=FAILED;Last_filter=PASSED
>15529346;First_Filter=FAILED;Last_filter=FAILED
>15517625;First_Filter=FAILED;Last_filter=FAILED
>15485102;First_Filter=FAILED;Last_filter=FAILED
>15477230;First_Filter=FAILED;Last_filter=FAILED
>15468355;First_Filter=FAILED;Last_filter=FAILED
>15466914;First_Filter=FAILED;Last_filter=PASSED
>15459673;First_Filter=FAILED;Last_filter=PASSED
>15380523;First_Filter=FAILED;Last_filter=FAILED
>15373920;First_Filter=FAILED;Last_filter=FAILED
>15338257;First_Filter=FAILED;Last_filter=FAILED
>15327370;First_Filter=FAILED;Last_filter=FAILED
>15322217;First_Filter=FAILED;Last_filter=FAILED
>15314659;First_Filter=FAILED;Last_filter=PASSED
>15314491;First_Filter=FAILED;Last_filter=FAILED
>15308519;First_Filter=FAILED;Last_filter=FAILED
>15301441;First_Filter=FAILED;Last_filter=PASSED
>15294190;First_Filter=FAILED;Last_filter=FAILED
>15293881;First_Filter=FAILED;Last_filter=PASSED
>15274678;First_Filter=FAILED;Last_filter=FAILED
>15273934;First_Filter=FAILED;Last_filter=FAILED
>15261337;First_Filter=FAILED;Last_filter=FAILED
>15240162;First_Filter=FAILED;Last_filter=FAILED
>15238073;First_Filter=FAILED;Last_filter=PASSED
>15234560;First_Filter=FAILED;Last_filter=FAILED
>15230297;First_Filter=FAILED;Last_filter=FAILED
>15230288;First_Filter=FAILED;Last_filter=FAILED
>15204089;First_Filter=FAILED;Last_filter=FAILED
>15202725;First_Filter=FAILED;Last_filter=FAILED
>15196236;First_Filter=FAILED;Last_filter=FAILED
>15194167;First_Filter=FAILED;Last_filter=FAILED
>15180894;First_Filter=FAILED;Last_filter=FAILED
>15176661;First_Filter=FAILED;Last_filter=FAILED
>15153543;First_Filter=FAILED;Last_filter=FAILED
>15147346;First_Filter=FAILED;Last_filter=FAILED
>15146425;First_Filter=FAILED;Last_filter=FAILED
>15142523;First_Filter=FAILED;Last_filter=PASSED
>15138458;First_Filter=FAILED;Last_filter=FAILED
>15115308;First_Filter=FAILED;Last_filter=FAILED
>15115306;First_Filter=FAILED;Last_filter=FAILED
>15084423;First_Filter=FAILED;Last_filter=PASSED
>15067061;First_Filter=FAILED;Last_filter=FAILED
>21503539;First_Filter=FAILED;Last_filter=FAILED
>15033725;First_Filter=FAILED;Last_filter=FAILED
>15003181;First_Filter=FAILED;Last_filter=FAILED
>14984027;First_Filter=FAILED;Last_filter=FAILED
>14984026;First_Filter=FAILED;Last_filter=PASSED
>14984025;First_Filter=FAILED;Last_filter=FAILED
>14984024;First_Filter=FAILED;Last_filter=FAILED
>14984023;First_Filter=FAILED;Last_filter=FAILED
>14962634;First_Filter=FAILED;Last_filter=PASSED
>14871647;First_Filter=FAILED;Last_filter=FAILED
>14734616;First_Filter=FAILED;Last_filter=FAILED
>14719377;First_Filter=FAILED;Last_filter=FAILED
>14719376;First_Filter=FAILED;Last_filter=FAILED
>14719375;First_Filter=FAILED;Last_filter=FAILED
>14702749;First_Filter=FAILED;Last_filter=FAILED
>14617752;First_Filter=FAILED;Last_filter=FAILED
>14617748;First_Filter=FAILED;Last_filter=FAILED
>14609222;First_Filter=FAILED;Last_filter=FAILED
>14599845;First_Filter=FAILED;Last_filter=PASSED
>14596421;First_Filter=FAILED;Last_filter=PASSED
>14555219;First_Filter=FAILED;Last_filter=FAILED
>12974753;First_Filter=FAILED;Last_filter=FAILED
>12967516;First_Filter=FAILED;Last_filter=FAILED
>12965173;First_Filter=FAILED;Last_filter=FAILED
>12952222;First_Filter=FAILED;Last_filter=FAILED
>12911278;First_Filter=FAILED;Last_filter=FAILED
>12902521;First_Filter=FAILED;Last_filter=PASSED
>12889712;First_Filter=FAILED;Last_filter=FAILED
>12866796;First_Filter=FAILED;Last_filter=FAILED
>12857969;First_Filter=FAILED;Last_filter=PASSED
>12857968;First_Filter=FAILED;Last_filter=FAILED
>12849001;First_Filter=FAILED;Last_filter=FAILED
>12848992;First_Filter=FAILED;Last_filter=FAILED
>12825236;First_Filter=FAILED;Last_filter=FAILED
>12794265;First_Filter=FAILED;Last_filter=FAILED
>12794263;First_Filter=FAILED;Last_filter=FAILED
>12794261;First_Filter=FAILED;Last_filter=FAILED
>12791318;First_Filter=FAILED;Last_filter=FAILED
>12765471;First_Filter=FAILED;Last_filter=FAILED
>12765469;First_Filter=FAILED;Last_filter=FAILED
>12757171;First_Filter=FAILED;Last_filter=FAILED
>12732872;First_Filter=FAILED;Last_filter=FAILED
>12727645;First_Filter=FAILED;Last_filter=FAILED
>12727627;First_Filter=FAILED;Last_filter=FAILED
>12727624;First_Filter=FAILED;Last_filter=FAILED
>12723199;First_Filter=FAILED;Last_filter=FAILED
>12708777;First_Filter=FAILED;Last_filter=FAILED
>12688247;First_Filter=FAILED;Last_filter=FAILED
>12682728;First_Filter=FAILED;Last_filter=FAILED
>12686658;First_Filter=FAILED;Last_filter=FAILED
>12679878;First_Filter=FAILED;Last_filter=FAILED
>12673889;First_Filter=FAILED;Last_filter=FAILED
>12672068;First_Filter=FAILED;Last_filter=PASSED
>12657530;First_Filter=FAILED;Last_filter=PASSED
>12634955;First_Filter=FAILED;Last_filter=FAILED
>12607725;First_Filter=FAILED;Last_filter=PASSED
>12605693;First_Filter=FAILED;Last_filter=FAILED
>12605691;First_Filter=FAILED;Last_filter=FAILED
>12595613;First_Filter=FAILED;Last_filter=FAILED
>12568118;First_Filter=FAILED;Last_filter=FAILED
>12563680;First_Filter=FAILED;Last_filter=FAILED
>12559630;First_Filter=FAILED;Last_filter=FAILED
>12529051;First_Filter=FAILED;Last_filter=FAILED
>12519305;First_Filter=FAILED;Last_filter=PASSED
>12440236;First_Filter=FAILED;Last_filter=FAILED
>12428060;First_Filter=FAILED;Last_filter=FAILED
>12423312;First_Filter=FAILED;Last_filter=PASSED
>12408051;First_Filter=FAILED;Last_filter=PASSED
>12396002;First_Filter=FAILED;Last_filter=PASSED
>12389646;First_Filter=FAILED;Last_filter=FAILED
>12389642;First_Filter=FAILED;Last_filter=FAILED
>12384929;First_Filter=FAILED;Last_filter=FAILED
>12369652;First_Filter=FAILED;Last_filter=FAILED
>12367558;First_Filter=FAILED;Last_filter=PASSED
>12234261;First_Filter=FAILED;Last_filter=FAILED
>12215901;First_Filter=FAILED;Last_filter=FAILED
>12195625;First_Filter=FAILED;Last_filter=FAILED
>12163557;First_Filter=FAILED;Last_filter=FAILED
>12147633;First_Filter=FAILED;Last_filter=FAILED
>12144559;First_Filter=FAILED;Last_filter=FAILED
>12115233;First_Filter=FAILED;Last_filter=FAILED
>12115230;First_Filter=FAILED;Last_filter=FAILED
>12115189;First_Filter=FAILED;Last_filter=FAILED
>12100720;First_Filter=FAILED;Last_filter=PASSED
>12100018;First_Filter=FAILED;Last_filter=FAILED
>12090546;First_Filter=FAILED;Last_filter=FAILED
>12088112;First_Filter=FAILED;Last_filter=FAILED
>12071439;First_Filter=FAILED;Last_filter=PASSED
>12061203;First_Filter=FAILED;Last_filter=FAILED
>12030427;First_Filter=FAILED;Last_filter=PASSED
>12023401;First_Filter=FAILED;Last_filter=FAILED
>11999878;First_Filter=FAILED;Last_filter=FAILED
>11994421;First_Filter=FAILED;Last_filter=PASSED
>11970874;First_Filter=FAILED;Last_filter=FAILED
>11950011;First_Filter=FAILED;Last_filter=FAILED
>11908707;First_Filter=FAILED;Last_filter=FAILED
>11905841;First_Filter=FAILED;Last_filter=FAILED
>11875835;First_Filter=FAILED;Last_filter=FAILED
>11849316;First_Filter=FAILED;Last_filter=FAILED
>11802309;First_Filter=FAILED;Last_filter=FAILED
>11737078;First_Filter=FAILED;Last_filter=PASSED
>11732074;First_Filter=FAILED;Last_filter=FAILED
>11729584;First_Filter=FAILED;Last_filter=FAILED
>11721704;First_Filter=FAILED;Last_filter=PASSED
>11683400;First_Filter=FAILED;Last_filter=FAILED
>11683399;First_Filter=FAILED;Last_filter=FAILED
>11683398;First_Filter=FAILED;Last_filter=FAILED
>11683380;First_Filter=FAILED;Last_filter=FAILED
>11681493;First_Filter=FAILED;Last_filter=FAILED
>11681490;First_Filter=FAILED;Last_filter=FAILED
>11681489;First_Filter=FAILED;Last_filter=FAILED
>11594458;First_Filter=FAILED;Last_filter=FAILED
>11594452;First_Filter=FAILED;Last_filter=PASSED
>11579530;First_Filter=FAILED;Last_filter=FAILED
>11567630;First_Filter=FAILED;Last_filter=FAILED
>11530998;First_Filter=FAILED;Last_filter=PASSED
>11525942;First_Filter=FAILED;Last_filter=FAILED
>11513542;First_Filter=FAILED;Last_filter=PASSED
>11488638;First_Filter=FAILED;Last_filter=FAILED
>11484835;First_Filter=FAILED;Last_filter=FAILED
>11476915;First_Filter=FAILED;Last_filter=FAILED
>11473831;First_Filter=FAILED;Last_filter=FAILED
>11461185;First_Filter=FAILED;Last_filter=FAILED
>11454059;First_Filter=FAILED;Last_filter=FAILED
>11439147;First_Filter=FAILED;Last_filter=PASSED
>11438044;First_Filter=FAILED;Last_filter=FAILED
>11438036;First_Filter=FAILED;Last_filter=FAILED
>11437497;First_Filter=FAILED;Last_filter=FAILED
>11432492;First_Filter=FAILED;Last_filter=FAILED
>11407298;First_Filter=FAILED;Last_filter=PASSED
>11403264;First_Filter=FAILED;Last_filter=FAILED
>11397862;First_Filter=FAILED;Last_filter=FAILED
>11355797;First_Filter=FAILED;Last_filter=FAILED
>11352786;First_Filter=FAILED;Last_filter=FAILED
>11300167;First_Filter=FAILED;Last_filter=FAILED
>11264787;First_Filter=FAILED;Last_filter=FAILED
>11263182;First_Filter=FAILED;Last_filter=FAILED
>11256887;First_Filter=FAILED;Last_filter=FAILED
>11247639;First_Filter=FAILED;Last_filter=FAILED
>11237130;First_Filter=FAILED;Last_filter=FAILED
>11204254;First_Filter=FAILED;Last_filter=FAILED
>11204252;First_Filter=FAILED;Last_filter=FAILED
>11204249;First_Filter=FAILED;Last_filter=FAILED
>11199919;First_Filter=FAILED;Last_filter=PASSED
>28561621;First_Filter=FAILED;Last_filter=FAILED
>11123269;First_Filter=FAILED;Last_filter=FAILED
>11114288;First_Filter=FAILED;Last_filter=FAILED
>11035051;First_Filter=FAILED;Last_filter=FAILED
>11016427;First_Filter=FAILED;Last_filter=FAILED
>11016426;First_Filter=FAILED;Last_filter=PASSED
>11016424;First_Filter=FAILED;Last_filter=FAILED
>11016420;First_Filter=FAILED;Last_filter=FAILED
>11014966;First_Filter=FAILED;Last_filter=FAILED
>10989508;First_Filter=FAILED;Last_filter=FAILED
>10953913;First_Filter=FAILED;Last_filter=FAILED
>10943867;First_Filter=FAILED;Last_filter=FAILED
>10940893;First_Filter=FAILED;Last_filter=PASSED
>10924025;First_Filter=FAILED;Last_filter=PASSED
>10878724;First_Filter=FAILED;Last_filter=FAILED
>10854817;First_Filter=FAILED;Last_filter=FAILED
>10840834;First_Filter=FAILED;Last_filter=FAILED
>10815619;First_Filter=FAILED;Last_filter=FAILED
>10805487;First_Filter=FAILED;Last_filter=FAILED
>10789988;First_Filter=FAILED;Last_filter=FAILED
>10768210;First_Filter=FAILED;Last_filter=PASSED
>10760784;First_Filter=FAILED;Last_filter=PASSED
>10723973;First_Filter=FAILED;Last_filter=FAILED
>10720764;First_Filter=FAILED;Last_filter=PASSED
>10719304;First_Filter=FAILED;Last_filter=FAILED
>10715514;First_Filter=FAILED;Last_filter=FAILED
>10704418;First_Filter=FAILED;Last_filter=FAILED
>10692045;First_Filter=FAILED;Last_filter=FAILED
>10680750;First_Filter=FAILED;Last_filter=FAILED
>10680749;First_Filter=FAILED;Last_filter=FAILED
>10671199;First_Filter=FAILED;Last_filter=FAILED
>10669152;First_Filter=FAILED;Last_filter=FAILED
>10648027;First_Filter=FAILED;Last_filter=FAILED
>10643703;First_Filter=FAILED;Last_filter=FAILED
>10631557;First_Filter=FAILED;Last_filter=FAILED
>10622678;First_Filter=FAILED;Last_filter=PASSED
>10622677;First_Filter=FAILED;Last_filter=FAILED
>10612651;First_Filter=FAILED;Last_filter=FAILED
>10599336;First_Filter=FAILED;Last_filter=FAILED
>10599335;First_Filter=FAILED;Last_filter=PASSED
>10599323;First_Filter=FAILED;Last_filter=FAILED
>10553982;First_Filter=FAILED;Last_filter=FAILED
>10529143;First_Filter=FAILED;Last_filter=FAILED
>10524499;First_Filter=FAILED;Last_filter=FAILED
>10513797;First_Filter=FAILED;Last_filter=FAILED
>10502537;First_Filter=FAILED;Last_filter=PASSED
>10502536;First_Filter=FAILED;Last_filter=PASSED
>10496044;First_Filter=FAILED;Last_filter=FAILED
>10436175;First_Filter=FAILED;Last_filter=FAILED
>10433086;First_Filter=FAILED;Last_filter=FAILED
>10433072;First_Filter=FAILED;Last_filter=FAILED
>10428801;First_Filter=FAILED;Last_filter=FAILED
>10405936;First_Filter=FAILED;Last_filter=FAILED
>10395701;First_Filter=FAILED;Last_filter=FAILED
>10374703;First_Filter=FAILED;Last_filter=FAILED
>10352900;First_Filter=FAILED;Last_filter=FAILED
>10352264;First_Filter=FAILED;Last_filter=FAILED
>10342715;First_Filter=FAILED;Last_filter=FAILED
>10342708;First_Filter=FAILED;Last_filter=FAILED
>10331968;First_Filter=FAILED;Last_filter=FAILED
>10209522;First_Filter=FAILED;Last_filter=FAILED
>10189393;First_Filter=FAILED;Last_filter=FAILED
>10097808;First_Filter=FAILED;Last_filter=FAILED
>10084034;First_Filter=FAILED;Last_filter=FAILED
>10077999;First_Filter=FAILED;Last_filter=FAILED
>10075868;First_Filter=FAILED;Last_filter=FAILED
>10072632;First_Filter=FAILED;Last_filter=FAILED
>10052681;First_Filter=FAILED;Last_filter=FAILED
>10025913;First_Filter=FAILED;Last_filter=PASSED
>9973523;First_Filter=FAILED;Last_filter=FAILED
>9952282;First_Filter=FAILED;Last_filter=FAILED
>9952279;First_Filter=FAILED;Last_filter=FAILED
>9952277;First_Filter=FAILED;Last_filter=FAILED
>9933453;First_Filter=FAILED;Last_filter=FAILED
>9890111;First_Filter=FAILED;Last_filter=FAILED
>9884095;First_Filter=FAILED;Last_filter=FAILED
>9858431;First_Filter=FAILED;Last_filter=PASSED
>9848398;First_Filter=FAILED;Last_filter=PASSED
>9802926;First_Filter=FAILED;Last_filter=FAILED
>9776715;First_Filter=FAILED;Last_filter=FAILED
>9767249;First_Filter=FAILED;Last_filter=FAILED
>9754813;First_Filter=FAILED;Last_filter=FAILED
>9736327;First_Filter=FAILED;Last_filter=PASSED
>9736323;First_Filter=FAILED;Last_filter=FAILED
>9724847;First_Filter=FAILED;Last_filter=FAILED
>9710444;First_Filter=FAILED;Last_filter=FAILED
>9710436;First_Filter=FAILED;Last_filter=FAILED
>9693972;First_Filter=FAILED;Last_filter=FAILED
>9670050;First_Filter=FAILED;Last_filter=FAILED
>9653081;First_Filter=FAILED;Last_filter=FAILED
>9643310;First_Filter=FAILED;Last_filter=PASSED
>9631751;First_Filter=FAILED;Last_filter=FAILED
>9598885;First_Filter=FAILED;Last_filter=FAILED
>9597131;First_Filter=FAILED;Last_filter=PASSED
>9590289;First_Filter=FAILED;Last_filter=FAILED
>9588745;First_Filter=FAILED;Last_filter=FAILED
>9578716;First_Filter=FAILED;Last_filter=PASSED
>9549228;First_Filter=FAILED;Last_filter=FAILED
>9559977;First_Filter=FAILED;Last_filter=FAILED
>9502778;First_Filter=FAILED;Last_filter=FAILED
>9536396;First_Filter=FAILED;Last_filter=FAILED
>9521087;First_Filter=FAILED;Last_filter=FAILED
>9492570;First_Filter=FAILED;Last_filter=FAILED
>9479567;First_Filter=FAILED;Last_filter=PASSED
>9479566;First_Filter=FAILED;Last_filter=PASSED
>9438907;First_Filter=FAILED;Last_filter=PASSED
>9418123;First_Filter=FAILED;Last_filter=FAILED
>9416853;First_Filter=FAILED;Last_filter=FAILED
>9348302;First_Filter=FAILED;Last_filter=FAILED
>9325066;First_Filter=FAILED;Last_filter=FAILED
>9328125;First_Filter=FAILED;Last_filter=PASSED
>9300682;First_Filter=FAILED;Last_filter=PASSED
>9281384;First_Filter=FAILED;Last_filter=PASSED
>9256475;First_Filter=FAILED;Last_filter=FAILED
>9233655;First_Filter=FAILED;Last_filter=PASSED
>19078175;First_Filter=FAILED;Last_filter=FAILED
>9608280;First_Filter=FAILED;Last_filter=FAILED
>9208120;First_Filter=FAILED;Last_filter=FAILED
>9202796;First_Filter=FAILED;Last_filter=FAILED
>9200938;First_Filter=FAILED;Last_filter=FAILED
>21533460;First_Filter=FAILED;Last_filter=FAILED
>9158106;First_Filter=FAILED;Last_filter=PASSED
>9104818;First_Filter=FAILED;Last_filter=FAILED
>9186642;First_Filter=FAILED;Last_filter=FAILED
>9034986;First_Filter=FAILED;Last_filter=FAILED
>9546817;First_Filter=FAILED;Last_filter=FAILED
>9419433;First_Filter=FAILED;Last_filter=PASSED
>9344329;First_Filter=FAILED;Last_filter=FAILED
>9302660;First_Filter=FAILED;Last_filter=FAILED
>9296778;First_Filter=FAILED;Last_filter=FAILED
>9272279;First_Filter=FAILED;Last_filter=FAILED
>9266621;First_Filter=FAILED;Last_filter=FAILED
>9256309;First_Filter=FAILED;Last_filter=FAILED
>9229368;First_Filter=FAILED;Last_filter=FAILED
>9116716;First_Filter=FAILED;Last_filter=FAILED
>9093930;First_Filter=FAILED;Last_filter=FAILED
>9052841;First_Filter=FAILED;Last_filter=PASSED
>8990089;First_Filter=FAILED;Last_filter=FAILED
>8981931;First_Filter=FAILED;Last_filter=FAILED
>8958212;First_Filter=FAILED;Last_filter=FAILED
>8929361;First_Filter=FAILED;Last_filter=FAILED
>8946597;First_Filter=FAILED;Last_filter=FAILED
>8948291;First_Filter=FAILED;Last_filter=FAILED
>8918589;First_Filter=FAILED;Last_filter=FAILED
>9013494;First_Filter=FAILED;Last_filter=FAILED
>8823302;First_Filter=FAILED;Last_filter=FAILED
>8805642;First_Filter=FAILED;Last_filter=FAILED
>8913657;First_Filter=FAILED;Last_filter=FAILED
>8887055;First_Filter=FAILED;Last_filter=FAILED
>8882135;First_Filter=FAILED;Last_filter=FAILED
>8787672;First_Filter=FAILED;Last_filter=FAILED
>8927591;First_Filter=FAILED;Last_filter=FAILED
>8871833;First_Filter=FAILED;Last_filter=FAILED
>9099928;First_Filter=FAILED;Last_filter=FAILED
>8888995;First_Filter=FAILED;Last_filter=FAILED
>8661718;First_Filter=FAILED;Last_filter=PASSED
>8934926;First_Filter=FAILED;Last_filter=FAILED
>8738970;First_Filter=FAILED;Last_filter=FAILED
>8602466;First_Filter=FAILED;Last_filter=FAILED
>9161700;First_Filter=FAILED;Last_filter=FAILED
>9161696;First_Filter=FAILED;Last_filter=FAILED
>9147580;First_Filter=FAILED;Last_filter=FAILED
>9112232;First_Filter=FAILED;Last_filter=FAILED
>9092359;First_Filter=FAILED;Last_filter=FAILED
>9065056;First_Filter=FAILED;Last_filter=FAILED
>9020407;First_Filter=FAILED;Last_filter=FAILED
>8986320;First_Filter=FAILED;Last_filter=PASSED
>8952744;First_Filter=FAILED;Last_filter=PASSED
>8879455;First_Filter=FAILED;Last_filter=FAILED
>8675671;First_Filter=FAILED;Last_filter=FAILED
>8583696;First_Filter=FAILED;Last_filter=FAILED
>8563725;First_Filter=FAILED;Last_filter=FAILED
>7582695;First_Filter=FAILED;Last_filter=FAILED
>7676450;First_Filter=FAILED;Last_filter=FAILED
>7647592;First_Filter=FAILED;Last_filter=FAILED
>7554452;First_Filter=FAILED;Last_filter=FAILED
>7554444;First_Filter=FAILED;Last_filter=FAILED
>7769244;First_Filter=FAILED;Last_filter=FAILED
>7795616;First_Filter=FAILED;Last_filter=FAILED
>7788152;First_Filter=FAILED;Last_filter=FAILED
>7697909;First_Filter=FAILED;Last_filter=FAILED
>7612147;First_Filter=FAILED;Last_filter=FAILED
>7852838;First_Filter=FAILED;Last_filter=FAILED
>8882416;First_Filter=FAILED;Last_filter=FAILED
>8722577;First_Filter=FAILED;Last_filter=FAILED
>8679899;First_Filter=FAILED;Last_filter=FAILED
>8643344;First_Filter=FAILED;Last_filter=FAILED
>7837968;First_Filter=FAILED;Last_filter=FAILED
>7578888;First_Filter=FAILED;Last_filter=FAILED
>8001742;First_Filter=FAILED;Last_filter=FAILED
>7527740;First_Filter=FAILED;Last_filter=FAILED
>7964455;First_Filter=FAILED;Last_filter=PASSED
>7938045;First_Filter=FAILED;Last_filter=FAILED
>7768049;First_Filter=FAILED;Last_filter=FAILED
